n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,mean_r2,std_r2,mean_rmse,std_rmse,time_s
50,10,sqrt,20,5,0.7221900505367688,0.017224219820732408,0.003532371426220972,0.0001080383328721153,12.0644
50,10,sqrt,20,10,0.7145883052042155,0.014958150546666283,0.0035821270380364477,0.00013158477987535892,10.6048
50,10,log2,2,1,0.7352038673132016,0.015656949978987648,0.003449244784969225,0.00011786935251145107,11.9706
50,10,log2,2,2,0.739273447668616,0.01669664280221043,0.0034223433384570788,0.00012042831700529778,12.3792
50,10,log2,2,5,0.7295324759534261,0.017146981030752673,0.003485621061477947,0.00012133804634878041,13.8891
50,10,log2,2,10,0.7145883052042153,0.014958150546666299,0.0035821270380364486,0.00013158477987535895,12.0013
50,10,log2,5,1,0.7376055364078309,0.016181857066573185,0.003433253781291891,0.00011387473942952972,12.2324
50,10,log2,5,2,0.7376902237395979,0.015013430630978028,0.0034331784481731733,0.00011446074375819721,13.6666
50,10,log2,5,5,0.7295324759534261,0.017146981030752653,0.003485621061477947,0.00012133804634878025,12.009
50,10,log2,5,10,0.7145883052042155,0.014958150546666276,0.0035821270380364477,0.00013158477987535895,11.8758
50,10,log2,10,1,0.7345506052529712,0.01611981440501919,0.003453226906667549,0.00011347611292678721,16.9639
50,10,log2,10,2,0.7321467447075013,0.01660902092546715,0.003468603593617131,0.0001108907099540986,13.2335
50,10,log2,10,5,0.7295324759534261,0.017146981030752666,0.003485621061477947,0.0001213380463487804,14.4638
50,10,log2,10,10,0.7145883052042155,0.014958150546666299,0.0035821270380364477,0.000131584779875359,14.1149
50,10,log2,20,1,0.7247984896995359,0.01642920534380205,0.003516258057705936,0.00011738587255461934,13.3462
50,10,log2,20,2,0.7247791165277379,0.01731674774926598,0.0035162931906399185,0.0001246453668119542,12.5591
50,10,log2,20,5,0.7221900505367688,0.017224219820732436,0.003532371426220972,0.00010803833287211516,14.41
50,10,log2,20,10,0.7145883052042155,0.014958150546666299,0.0035821270380364477,0.00013158477987535903,14.9004
50,10,0.5,2,1,0.8017701261736112,0.012005080536429506,0.0029843203740324083,0.00010283162470753863,19.2546
